CID,STATE,COUNTY,PBUSH,PGORE,PNADER,POTHER,BUSH,GORE,NADER,BUCHANAN,BROWNE,PHILLIPS,WRITEINS,HAGELIN,MCREYNOLDS,HARRIS,DODGE,NOTA,MOOREHEAD,BROWN,VENSON,YOUNGKEIT,LANE
923,Kansas,Edwards,.6795,.2860,.0211,.0134,1062,447,33,13,4,1,.,3,.,.,.,.,.,.,.,.,.
924,Kansas,Elk,.6968,.2594,.0219,.0219,1080,402,34,20,6,7,.,1,.,.,.,.,.,.,.,.,.
925,Kansas,Ellis,.5839,.3518,.0487,.0157,6516,3926,543,112,30,13,.,20,.,.,.,.,.,.,.,.,.
926,Kansas,Ellsworth,.6499,.2906,.0458,.0137,1845,825,130,28,9,1,.,1,.,.,.,.,.,.,.,.,.
927,Kansas,Finney,.7040,.2657,.0199,.0104,6442,2431,182,45,26,11,.,13,.,.,.,.,.,.,.,.,.
928,Kansas,Ford,.6785,.2878,.0224,.0113,6050,2566,200,49,19,10,.,23,.,.,.,.,.,.,.,.,.
929,Kansas,Franklin,.6135,.3439,.0317,.0110,5925,3321,306,60,29,9,.,8,.,.,.,.,.,.,.,.,.
930,Kansas,Geary,.5792,.3874,.0230,.0103,3977,2660,158,42,15,3,.,11,.,.,.,.,.,.,.,.,.
931,Kansas,Gove,.7505,.1980,.0294,.0221,1122,296,44,23,6,1,.,3,.,.,.,.,.,.,.,.,.
932,Kansas,Graham,.7178,.2347,.0319,.0156,1058,346,47,14,5,.,.,4,.,.,.,.,.,.,.,.,.
933,Kansas,Grant,.7444,.2391,.0137,.0028,2126,683,39,5,1,1,.,1,.,.,.,.,.,.,.,.,.
934,Kansas,Gray,.7551,.2231,.0125,.0093,1631,482,27,10,9,.,.,1,.,.,.,.,.,.,.,.,.
935,Kansas,Greeley,.7821,.1781,.0299,.0100,628,143,24,5,3,.,.,.,.,.,.,.,.,.,.,.,.
936,Kansas,Greenwood,.6717,.2884,.0227,.0171,2392,1027,81,39,10,6,.,6,.,.,.,.,.,.,.,.,.
937,Kansas,Hamilton,.7559,.2215,.0126,.0101,901,264,15,6,4,1,.,1,.,.,.,.,.,.,.,.,.
938,Kansas,Harper,.6795,.2845,.0245,.0115,2076,869,75,20,5,6,.,4,.,.,.,.,.,.,.,.,.
939,Kansas,Harvey,.6044,.3355,.0476,.0125,8271,4591,651,76,54,21,.,20,.,.,.,.,.,.,.,.,.
940,Kansas,Haskell,.8187,.1627,.0099,.0087,1323,263,16,11,3,.,.,.,.,.,.,.,.,.,.,.,.
941,Kansas,Hodgeman,.7675,.1994,.0193,.0138,835,217,21,10,3,1,.,1,.,.,.,.,.,.,.,.,.
942,Kansas,Jackson,.5716,.3790,.0234,.0259,3001,1990,123,98,24,9,.,5,.,.,.,.,.,.,.,.,.
943,Kansas,Jefferson,.5615,.3809,.0408,.0169,4423,3000,321,68,44,13,.,8,.,.,.,.,.,.,.,.,.
944,Kansas,Jewell,.7459,.2025,.0304,.0213,1400,380,57,23,12,2,.,3,.,.,.,.,.,.,.,.,.
945,Kansas,Johnson,.5974,.3637,.0298,.0090,129965,79118,6493,608,1019,133,.,200,.,.,.,.,.,.,.,.,.
946,Kansas,Kearny,.7554,.2230,.0111,.0105,1084,320,16,9,5,1,.,.,.,.,.,.,.,.,.,.,.
947,Kansas,Kingman,.7017,.2602,.0226,.0155,2672,991,86,36,10,12,.,1,.,.,.,.,.,.,.,.,.
948,Kansas,Kiowa,.7848,.1828,.0211,.0112,1262,294,34,8,6,1,.,3,.,.,.,.,.,.,.,.,.
949,Kansas,Labette,.5241,.4386,.0269,.0103,4475,3745,230,42,22,13,.,11,.,.,.,.,.,.,.,.,.
950,Kansas,Lane,.7467,.2224,.0203,.0106,846,252,23,6,4,1,.,1,.,.,.,.,.,.,.,.,.
951,Kansas,Leavenworth,.5407,.4182,.0292,.0119,12583,9733,679,124,103,19,.,30,.,.,.,.,.,.,.,.,.
952,Kansas,Lincoln,.6852,.2481,.0519,.0148,1295,469,98,20,5,2,.,1,.,.,.,.,.,.,.,.,.
953,Kansas,Linn,.5900,.3726,.0214,.0160,2513,1587,91,41,19,3,.,5,.,.,.,.,.,.,.,.,.
954,Kansas,Logan,.7788,.1654,.0351,.0208,1088,231,49,20,5,2,.,2,.,.,.,.,.,.,.,.,.
955,Kansas,Lyon,.5341,.4167,.0335,.0157,6652,5190,417,92,38,14,.,52,.,.,.,.,.,.,.,.,.
956,Kansas,McPherson,.6822,.2626,.0429,.0124,8501,3272,534,59,54,14,.,27,.,.,.,.,.,.,.,.,.
957,Kansas,Marion,.7040,.2499,.0320,.0141,4156,1475,189,42,22,9,.,10,.,.,.,.,.,.,.,.,.
958,Kansas,Marshall,.5994,.3580,.0262,.0164,3066,1831,134,62,8,7,.,7,.,.,.,.,.,.,.,.,.
959,Kansas,Meade,.7813,.1948,.0161,.0078,1604,400,33,11,3,1,.,1,.,.,.,.,.,.,.,.,.
960,Kansas,Miami,.5696,.3923,.0253,.0128,6611,4554,294,67,50,11,.,20,.,.,.,.,.,.,.,.,.
961,Kansas,Mitchell,.7195,.2299,.0352,.0153,2350,751,115,34,6,4,.,6,.,.,.,.,.,.,.,.,.
962,Kansas,Montgomery,.6181,.3470,.0196,.0153,8496,4770,269,113,58,21,.,18,.,.,.,.,.,.,.,.,.
963,Kansas,Morris,.6055,.3340,.0394,.0212,1599,882,104,44,5,.,.,7,.,.,.,.,.,.,.,.,.
964,Kansas,Morton,.7726,.2062,.0122,.0090,1203,321,19,6,4,1,.,3,.,.,.,.,.,.,.,.,.
965,Kansas,Nemaha,.6764,.2824,.0193,.0219,3578,1494,102,91,15,3,.,7,.,.,.,.,.,.,.,.,.
966,Kansas,Neosho,.5829,.3758,.0282,.0131,4014,2588,194,67,9,6,.,8,.,.,.,.,.,.,.,.,.
967,Kansas,Ness,.7569,.2042,.0261,.0128,1420,383,49,14,5,5,.,.,.,.,.,.,.,.,.,.,.
968,Kansas,Norton,.7115,.2440,.0265,.0180,1744,598,65,23,6,2,.,13,.,.,.,.,.,.,.,.,.
969,Kansas,Osage,.5701,.3826,.0259,.0215,3770,2530,171,86,31,12,.,13,.,.,.,.,.,.,.,.,.
970,Kansas,Osborne,.7054,.2384,.0365,.0197,1432,484,74,28,6,2,.,4,.,.,.,.,.,.,.,.,.
971,Kansas,Ottawa,.7083,.2261,.0520,.0136,1977,631,145,25,4,7,.,2,.,.,.,.,.,.,.,.,.
972,Kansas,Pawnee,.6293,.3293,.0316,.0099,1850,968,93,13,6,3,.,7,.,.,.,.,.,.,.,.,.
973,Kansas,Phillips,.7367,.2188,.0304,.0140,2057,611,85,22,8,6,.,3,.,.,.,.,.,.,.,.,.
974,Kansas,Pottawatomie,.6448,.2635,.0326,.0591,4985,2037,252,408,29,12,.,8,.,.,.,.,.,.,.,.,.
975,Kansas,Pratt,.6533,.2976,.0337,.0154,2885,1314,149,39,14,7,.,8,.,.,.,.,.,.,.,.,.
976,Kansas,Rawlins,.7753,.1759,.0282,.0207,1349,306,49,28,5,2,.,1,.,.,.,.,.,.,.,.,.
977,Kansas,Reno,.5969,.3549,.0345,.0137,15179,9025,877,180,102,37,.,30,.,.,.,.,.,.,.,.,.
978,Kansas,Republic,.7501,.2023,.0345,.0131,2239,604,103,24,9,2,.,4,.,.,.,.,.,.,.,.,.
979,Kansas,Rice,.6423,.3146,.0283,.0148,2903,1422,128,40,16,4,.,7,.,.,.,.,.,.,.,.,.
980,Kansas,Riley,.5847,.3390,.0642,.0122,10672,6188,1171,119,69,9,.,25,.,.,.,.,.,.,.,.,.
981,Kansas,Rooks,.7265,.2151,.0378,.0205,2016,597,105,45,8,2,.,2,.,.,.,.,.,.,.,.,.
982,Kansas,Rush,.6661,.2724,.0442,.0173,1235,505,82,21,7,2,.,2,.,.,.,.,.,.,.,.,.
983,Kansas,Russell,.6990,.2545,.0348,.0118,2434,886,121,23,8,5,.,5,.,.,.,.,.,.,.,.,.
984,Kansas,Saline,.5766,.3478,.0635,.0121,12412,7487,1367,145,68,20,.,28,.,.,.,.,.,.,.,.,.
985,Kansas,Scott,.7864,.1815,.0226,.0096,1811,418,52,17,4,1,.,.,.,.,.,.,.,.,.,.,.
986,Kansas,Sedgwick,.5735,.3828,.0286,.0151,93724,62561,4669,1006,928,290,.,239,.,.,.,.,.,.,.,.,.
987,Kansas,Seward,.7592,.2210,.0118,.0080,3869,1126,60,17,20,4,.,.,.,.,.,.,.,.,.,.,.
988,Kansas,Shawnee,.4826,.4682,.0340,.0152,35894,34818,2529,725,263,77,.,67,.,.,.,.,.,.,.,.,.
989,Kansas,Sheridan,.7602,.1887,.0369,.0141,1132,281,55,16,1,4,.,.,.,.,.,.,.,.,.,.,.
990,Kansas,Sherman,.7062,.2539,.0224,.0175,1894,681,60,24,14,6,.,3,.,.,.,.,.,.,.,.,.
991,Kansas,Smith,.7024,.2445,.0362,.0169,1534,534,79,16,7,8,.,6,.,.,.,.,.,.,.,.,.
992,Kansas,Stafford,.7027,.2577,.0245,.0150,1546,567,54,21,5,5,.,2,.,.,.,.,.,.,.,.,.
993,Kansas,Stanton,.7629,.2089,.0155,.0126,785,215,16,8,1,3,.,1,.,.,.,.,.,.,.,.,.
994,Kansas,Stevens,.8119,.1634,.0161,.0085,1714,345,34,9,4,3,.,2,.,.,.,.,.,.,.,.,.
995,Kansas,Sumner,.6036,.3469,.0299,.0196,6176,3549,306,107,49,23,.,22,.,.,.,.,.,.,.,.,.
996,Kansas,Thomas,.7466,.2135,.0246,.0153,2822,807,93,38,8,7,.,5,.,.,.,.,.,.,.,.,.
997,Kansas,Trego,.6641,.2809,.0376,.0174,1220,516,69,18,4,5,.,5,.,.,.,.,.,.,.,.,.
998,Kansas,Wabaunsee,.6380,.2997,.0281,.0342,2182,1025,96,89,16,8,.,4,.,.,.,.,.,.,.,.,.
999,Kansas,Wallace,.8560,.1196,.0163,.0081,737,103,14,2,3,.,.,2,.,.,.,.,.,.,.,.,.
1000,Kansas,Washington,.7487,.2103,.0236,.0174,2446,687,77,42,7,7,.,1,.,.,.,.,.,.,.,.,.
1001,Kansas,Wichita,.7881,.1899,.0138,.0083,859,207,15,7,1,.,.,1,.,.,.,.,.,.,.,.,.
1002,Kansas,Wilson,.6711,.2896,.0244,.0149,2748,1186,100,24,16,12,.,9,.,.,.,.,.,.,.,.,.
1003,Kansas,Woodson,.6107,.3266,.0370,.0257,974,521,59,27,6,3,.,5,.,.,.,.,.,.,.,.,.
1004,Kansas,Wyandotte,.2905,.6714,.0267,.0114,14024,32411,1287,273,191,35,.,51,.,.,.,.,.,.,.,.,.
1005,Kentucky,Adair,.7451,.2428,.0066,.0056,5460,1779,48,15,12,4,.,10,.,.,.,.,.,.,.,.,.
1006,Kentucky,Allen,.6867,.3033,.0048,.0051,4415,1950,31,10,11,4,.,8,.,.,.,.,.,.,.,.,.
1007,Kentucky,Anderson,.6162,.3643,.0151,.0045,4909,2902,120,18,9,5,.,4,.,.,.,.,.,.,.,.,.
1008,Kentucky,Ballard,.4839,.4988,.0061,.0111,1824,1880,23,29,6,4,.,3,.,.,.,.,.,.,.,.,.
1009,Kentucky,Barren,.6314,.3561,.0078,.0047,8741,4930,108,33,19,3,.,10,.,.,.,.,.,.,.,.,.
1010,Kentucky,Bath,.5149,.4666,.0110,.0076,2303,2087,49,17,2,4,.,11,.,.,.,.,.,.,.,.,.
1011,Kentucky,Bell,.5263,.4511,.0096,.0129,5585,4787,102,41,15,8,.,73,.,.,.,.,.,.,.,.,.
1012,Kentucky,Boone,.6883,.2891,.0152,.0073,22016,9248,485,136,65,12,.,22,.,.,.,.,.,.,.,.,.
1013,Kentucky,Bourbon,.5465,.4292,.0177,.0066,3881,3048,126,20,9,7,.,11,.,.,.,.,.,.,.,.,.
1014,Kentucky,Boyd,.4821,.4974,.0143,.0063,9247,9541,274,61,33,12,.,14,.,.,.,.,.,.,.,.,.
1015,Kentucky,Boyle,.5933,.3838,.0171,.0058,6126,3963,177,21,20,8,.,11,.,.,.,.,.,.,.,.,.
1016,Kentucky,Bracken,.6840,.2941,.0123,.0096,2065,888,37,18,8,2,.,1,.,.,.,.,.,.,.,.,.
1017,Kentucky,Breathitt,.4108,.5720,.0112,.0059,2084,2902,57,12,7,.,.,11,.,.,.,.,.,.,.,.,.
1018,Kentucky,Breckinridge,.6391,.3482,.0064,.0063,4763,2595,48,20,11,4,.,12,.,.,.,.,.,.,.,.,.
1019,Kentucky,Bullitt,.6197,.3613,.0119,.0071,14054,8195,270,83,48,10,.,19,.,.,.,.,.,.,.,.,.
1020,Kentucky,Butler,.7293,.2593,.0054,.0060,3654,1299,27,17,8,2,.,3,.,.,.,.,.,.,.,.,.
1021,Kentucky,Caldwell,.5766,.4055,.0099,.0080,3161,2223,54,25,11,5,.,3,.,.,.,.,.,.,.,.,.
1022,Kentucky,Calloway,.5635,.4121,.0173,.0071,7705,5635,236,62,26,4,.,5,.,.,.,.,.,.,.,.,.
1023,Kentucky,Campbell,.6149,.3561,.0213,.0077,20789,12040,720,124,82,20,.,34,.,.,.,.,.,.,.,.,.
1024,Kentucky,Carlisle,.5418,.4431,.0054,.0096,1405,1149,14,14,3,5,.,3,.,.,.,.,.,.,.,.,.
1025,Kentucky,Carroll,.5196,.4576,.0163,.0066,1818,1601,57,8,9,3,.,3,.,.,.,.,.,.,.,.,.
1026,Kentucky,Carter,.5153,.4668,.0108,.0070,4617,4182,97,30,13,7,.,13,.,.,.,.,.,.,.,.,.
1027,Kentucky,Casey,.7833,.2052,.0066,.0049,4284,1122,36,12,7,3,.,5,.,.,.,.,.,.,.,.,.
1028,Kentucky,Christian,.6069,.3814,.0077,.0040,10787,6778,137,31,19,6,.,15,.,.,.,.,.,.,.,.,.
1029,Kentucky,Clark,.5850,.3943,.0153,.0054,7297,4918,191,24,22,13,.,8,.,.,.,.,.,.,.,.,.
1030,Kentucky,Clay,.7331,.2564,.0042,.0063,4926,1723,28,26,4,4,.,8,.,.,.,.,.,.,.,.,.
1031,Kentucky,Clinton,.7489,.2397,.0056,.0058,3224,1032,24,14,3,4,.,4,.,.,.,.,.,.,.,.,.
1032,Kentucky,Crittenden,.5944,.3876,.0099,.0082,2469,1610,41,24,4,3,.,3,.,.,.,.,.,.,.,.,.
1033,Kentucky,Cumberland,.7385,.2448,.0073,.0093,2220,736,22,8,13,4,.,3,.,.,.,.,.,.,.,.,.
1034,Kentucky,Daviess,.5894,.3898,.0140,.0068,21361,14126,506,98,67,50,.,32,.,.,.,.,.,.,.,.,.
1035,Kentucky,Edmonson,.6507,.3423,.0034,.0036,3250,1710,17,9,7,1,.,1,.,.,.,.,.,.,.,.,.
1036,Kentucky,Elliott,.3473,.6405,.0080,.0042,827,1525,19,3,2,2,.,3,.,.,.,.,.,.,.,.,.
1037,Kentucky,Estill,.6439,.3378,.0108,.0074,3033,1591,51,12,9,2,.,12,.,.,.,.,.,.,.,.,.
1038,Kentucky,Fayette,.5167,.4482,.0289,.0062,54495,47277,3052,217,285,48,.,101,.,.,.,.,.,.,.,.,.
1039,Kentucky,Fleming,.6337,.3501,.0083,.0079,3282,1813,43,23,7,4,.,7,.,.,.,.,.,.,.,.,.
1040,Kentucky,Floyd,.3292,.6553,.0084,.0071,5068,10088,129,37,29,14,.,29,.,.,.,.,.,.,.,.,.
1041,Kentucky,Franklin,.4715,.5012,.0207,.0066,10209,10853,449,61,46,10,.,26,.,.,.,.,.,.,.,.,.
1042,Kentucky,Fulton,.4638,.5208,.0072,.0082,1293,1452,20,10,2,2,.,9,.,.,.,.,.,.,.,.,.
1043,Kentucky,Gallatin,.5470,.4266,.0155,.0110,1345,1049,38,8,11,2,.,6,.,.,.,.,.,.,.,.,.
1044,Kentucky,Garrard,.6943,.2942,.0074,.0041,4043,1713,43,7,9,.,.,8,.,.,.,.,.,.,.,.,.
1045,Kentucky,Grant,.6202,.3615,.0127,.0056,4405,2568,90,19,12,5,.,4,.,.,.,.,.,.,.,.,.
1046,Kentucky,Graves,.5515,.4284,.0092,.0108,7849,6097,131,90,30,19,.,15,.,.,.,.,.,.,.,.,.
1047,Kentucky,Grayson,.6831,.3044,.0068,.0057,5843,2604,58,18,10,8,.,13,.,.,.,.,.,.,.,.,.
1048,Kentucky,Green,.7601,.2281,.0065,.0053,3615,1085,31,11,7,3,.,4,.,.,.,.,.,.,.,.,.
1049,Kentucky,Greenup,.4933,.4886,.0121,.0060,7233,7164,178,40,14,17,.,17,.,.,.,.,.,.,.,.,.
1050,Kentucky,Hancock,.5629,.4177,.0136,.0058,2032,1508,49,12,2,2,.,5,.,.,.,.,.,.,.,.,.
1051,Kentucky,Hardin,.6179,.3615,.0142,.0063,18964,11095,437,84,66,13,.,31,.,.,.,.,.,.,.,.,.
1052,Kentucky,Harlan,.4727,.5093,.0104,.0076,4980,5365,110,39,13,8,.,20,.,.,.,.,.,.,.,.,.
1053,Kentucky,Harrison,.5737,.4021,.0172,.0070,3793,2658,114,22,10,11,.,3,.,.,.,.,.,.,.,.,.
1054,Kentucky,Hart,.6189,.3657,.0088,.0066,3725,2201,53,16,10,5,.,9,.,.,.,.,.,.,.,.,.
1055,Kentucky,Henderson,.4800,.5022,.0135,.0044,7698,8054,217,28,19,11,.,12,.,.,.,.,.,.,.,.,.
1056,Kentucky,Henry,.5927,.3868,.0133,.0071,3244,2117,73,18,14,2,.,5,.,.,.,.,.,.,.,.,.
1057,Kentucky,Hickman,.5419,.4426,.0085,.0071,1151,940,18,13,1,.,.,1,.,.,.,.,.,.,.,.,.
1058,Kentucky,Hopkins,.5755,.4084,.0097,.0064,9490,6734,160,50,27,9,.,19,.,.,.,.,.,.,.,.,.
1059,Kentucky,Jackson,.8402,.1444,.0093,.0062,4079,701,45,12,7,5,.,6,.,.,.,.,.,.,.,.,.
1060,Kentucky,Jefferson,.4797,.4958,.0196,.0049,145052,149901,5935,639,581,92,.,161,.,.,.,.,.,.,.,.,.
1061,Kentucky,Jessamine,.6689,.3076,.0177,.0058,10074,4633,266,38,26,8,.,16,.,.,.,.,.,.,.,.,.
1062,Kentucky,Johnson,.5847,.3974,.0104,.0075,4783,3251,85,22,11,8,.,20,.,.,.,.,.,.,.,.,.
1063,Kentucky,Kenton,.6290,.3397,.0230,.0083,35363,19100,1293,203,182,36,.,46,.,.,.,.,.,.,.,.,.
1064,Kentucky,Knott,.3142,.6734,.0065,.0059,2029,4349,42,10,11,4,.,13,.,.,.,.,.,.,.,.,.
1065,Kentucky,Knox,.6113,.3724,.0084,.0080,6058,3690,83,34,11,12,.,22,.,.,.,.,.,.,.,.,.
1066,Kentucky,Larue,.6534,.3335,.0079,.0052,3384,1727,41,15,6,3,.,3,.,.,.,.,.,.,.,.,.
1067,Kentucky,Laurel,.7190,.2680,.0076,.0054,13029,4856,138,37,24,14,.,22,.,.,.,.,.,.,.,.,.
1068,Kentucky,Lawrence,.5594,.4255,.0089,.0062,2969,2258,47,16,12,2,.,3,.,.,.,.,.,.,.,.,.
1069,Kentucky,Lee,.6849,.3025,.0062,.0065,1893,836,17,8,2,.,.,8,.,.,.,.,.,.,.,.,.
1070,Kentucky,Leslie,.7124,.2729,.0063,.0083,3159,1210,28,10,15,5,.,7,.,.,.,.,.,.,.,.,.
1071,Kentucky,Letcher,.4554,.5229,.0141,.0076,4092,4698,127,33,11,6,.,18,.,.,.,.,.,.,.,.,.
1072,Kentucky,Lewis,.7042,.2831,.0085,.0042,3217,1293,39,8,5,2,.,4,.,.,.,.,.,.,.,.,.
1073,Kentucky,Lincoln,.6312,.3525,.0093,.0070,4795,2678,71,27,10,6,.,10,.,.,.,.,.,.,.,.,.
1074,Kentucky,Livingston,.5007,.4780,.0102,.0111,2118,2022,43,24,10,12,.,1,.,.,.,.,.,.,.,.,.
1075,Kentucky,Logan,.5727,.4163,.0065,.0045,5344,3885,61,17,7,4,.,14,.,.,.,.,.,.,.,.,.
1076,Kentucky,Lyon,.4936,.4912,.0088,.0064,1688,1680,30,13,4,1,.,4,.,.,.,.,.,.,.,.,.
1077,Kentucky,McCracken,.5525,.4276,.0113,.0086,14745,11412,302,98,64,39,.,29,.,.,.,.,.,.,.,.,.
1078,Kentucky,McCreary,.6920,.2955,.0079,.0046,3321,1418,38,10,7,1,.,4,.,.,.,.,.,.,.,.,.
1079,Kentucky,McLean,.5517,.4344,.0109,.0030,2219,1747,44,6,2,.,.,4,.,.,.,.,.,.,.,.,.
1080,Kentucky,Madison,.5781,.3933,.0222,.0063,13682,9309,525,39,64,18,.,29,.,.,.,.,.,.,.,.,.
1081,Kentucky,Magoffin,.5107,.4774,.0042,.0077,2785,2603,23,14,14,8,.,6,.,.,.,.,.,.,.,.,.
1082,Kentucky,Marion,.5277,.4498,.0151,.0074,3259,2778,93,30,12,1,.,3,.,.,.,.,.,.,.,.,.
1083,Kentucky,Marshall,.5300,.4508,.0102,.0090,7294,6203,140,71,17,28,.,8,.,.,.,.,.,.,.,.,.
1084,Kentucky,Martin,.5985,.3846,.0081,.0088,2667,1714,36,10,8,8,.,13,.,.,.,.,.,.,.,.,.
1085,Kentucky,Mason,.6082,.3708,.0150,.0060,3572,2178,88,16,12,3,.,4,.,.,.,.,.,.,.,.,.
1086,Kentucky,Meade,.5864,.3964,.0115,.0057,5319,3596,104,23,16,3,.,10,.,.,.,.,.,.,.,.,.
1087,Kentucky,Menifee,.5202,.4615,.0084,.0098,1170,1038,19,10,4,6,.,2,.,.,.,.,.,.,.,.,.
1088,Kentucky,Mercer,.6212,.3582,.0149,.0057,5362,3092,129,19,14,3,.,13,.,.,.,.,.,.,.,.,.
1089,Kentucky,Metcalfe,.6433,.3424,.0107,.0036,2476,1318,41,5,5,1,.,3,.,.,.,.,.,.,.,.,.
1090,Kentucky,Monroe,.7860,.2079,.0027,.0034,4377,1158,15,9,5,.,.,5,.,.,.,.,.,.,.,.,.
1091,Kentucky,Montgomery,.5322,.4499,.0102,.0076,4534,3833,87,28,17,5,.,15,.,.,.,.,.,.,.,.,.
1092,Kentucky,Morgan,.5413,.4422,.0104,.0061,2295,1875,44,11,6,1,.,8,.,.,.,.,.,.,.,.,.
1093,Kentucky,Muhlenberg,.4615,.5265,.0073,.0047,5518,6295,87,30,14,5,.,7,.,.,.,.,.,.,.,.,.
1094,Kentucky,Nelson,.5719,.4064,.0157,.0060,7714,5481,212,38,23,10,.,10,.,.,.,.,.,.,.,.,.
1095,Kentucky,Nicholas,.6034,.3719,.0157,.0090,1613,994,42,12,7,4,.,1,.,.,.,.,.,.,.,.,.
1096,Kentucky,Ohio,.6094,.3719,.0116,.0071,5413,3303,103,35,15,3,.,10,.,.,.,.,.,.,.,.,.
1097,Kentucky,Oldham,.6700,.3077,.0172,.0051,13580,6236,349,35,48,10,.,10,.,.,.,.,.,.,.,.,.
1098,Kentucky,Owen,.6344,.3425,.0167,.0064,2582,1394,68,17,8,.,.,1,.,.,.,.,.,.,.,.,.
1099,Kentucky,Owsley,.8028,.1857,.0055,.0060,1466,339,10,5,3,1,.,2,.,.,.,.,.,.,.,.,.
1100,Kentucky,Pendleton,.6338,.3477,.0119,.0067,3044,1670,57,13,12,2,.,5,.,.,.,.,.,.,.,.,.
1101,Kentucky,Perry,.4820,.5015,.0094,.0072,5300,5514,103,29,16,2,.,32,.,.,.,.,.,.,.,.,.
1102,Kentucky,Pike,.4413,.5459,.0068,.0060,11005,13611,169,76,35,14,.,25,.,.,.,.,.,.,.,.,.
1103,Kentucky,Powell,.5177,.4603,.0144,.0076,2258,2008,63,15,9,4,.,5,.,.,.,.,.,.,.,.,.
1104,Kentucky,Pulaski,.7356,.2514,.0083,.0048,15845,5415,178,44,29,13,.,17,.,.,.,.,.,.,.,.,.
1105,Kentucky,Robertson,.6313,.3417,.0240,.0030,630,341,24,1,.,.,.,2,.,.,.,.,.,.,.,.,.
1106,Kentucky,Rockcastle,.7608,.2237,.0086,.0069,3992,1174,45,15,8,4,.,9,.,.,.,.,.,.,.,.,.
1107,Kentucky,Rowan,.4907,.4851,.0188,.0054,3546,3505,136,14,17,1,.,7,.,.,.,.,.,.,.,.,.
1108,Kentucky,Russell,.7447,.2417,.0076,.0059,5268,1710,54,23,7,2,.,10,.,.,.,.,.,.,.,.,.
1109,Kentucky,Scott,.5768,.3969,.0197,.0065,7952,5472,272,35,16,12,.,27,.,.,.,.,.,.,.,.,.
1110,Kentucky,Shelby,.6334,.3482,.0141,.0044,8068,4435,179,19,26,4,.,7,.,.,.,.,.,.,.,.,.
1111,Kentucky,Simpson,.5441,.4435,.0065,.0058,3169,2583,38,11,11,8,.,4,.,.,.,.,.,.,.,.,.
1112,Kentucky,Spencer,.6601,.3256,.0073,.0069,3150,1554,35,12,11,4,.,6,.,.,.,.,.,.,.,.,.
1113,Kentucky,Taylor,.6796,.3083,.0077,.0044,6151,2790,70,13,15,5,.,7,.,.,.,.,.,.,.,.,.
1114,Kentucky,Todd,.6320,.3573,.0033,.0074,2646,1496,14,13,8,4,.,6,.,.,.,.,.,.,.,.,.
1115,Kentucky,Trigg,.5857,.3948,.0129,.0065,3130,2110,69,18,11,3,.,3,.,.,.,.,.,.,.,.,.
1116,Kentucky,Trimble,.5962,.3833,.0120,.0084,1837,1181,37,12,7,1,.,6,.,.,.,.,.,.,.,.,.
1117,Kentucky,Union,.5121,.4745,.0101,.0034,2749,2547,54,13,2,.,.,3,.,.,.,.,.,.,.,.,.
1118,Kentucky,Warren,.6136,.3694,.0123,.0046,20235,12180,407,53,65,17,.,18,.,.,.,.,.,.,.,.,.
1119,Kentucky,Washington,.6635,.3178,.0129,.0059,3044,1458,59,11,4,.,.,12,.,.,.,.,.,.,.,.,.
1120,Kentucky,Wayne,.6285,.3571,.0070,.0074,4069,2312,45,23,13,7,.,5,.,.,.,.,.,.,.,.,.
1121,Kentucky,Webster,.5124,.4708,.0103,.0065,2599,2388,52,20,5,2,.,6,.,.,.,.,.,.,.,.,.
1122,Kentucky,Whitley,.6372,.3483,.0091,.0054,7502,4101,107,37,14,9,.,4,.,.,.,.,.,.,.,.,.
1123,Kentucky,Wolfe,.5225,.4685,.0045,.0045,1267,1136,11,2,4,3,.,2,.,.,.,.,.,.,.,.,.
1124,Kentucky,Woodford,.5810,.3941,.0196,.0052,5890,3995,199,16,23,6,.,8,.,.,.,.,.,.,.,.,.
1125,Louisiana,Acadia,.5945,.3826,.0098,.0131,13814,8892,227,255,15,15,.,9,.,11,.,.,.,.,.,.,.
1126,Louisiana,Allen,.4866,.4720,.0139,.0275,4035,3914,115,135,30,44,.,10,.,9,.,.,.,.,.,.,.
1127,Louisiana,Ascension,.5453,.4340,.0110,.0098,16818,13385,340,201,47,31,.,11,.,11,.,.,.,.,.,.,.
1128,Louisiana,Assumption,.4365,.5194,.0118,.0322,4388,5222,119,163,26,93,.,20,.,22,.,.,.,.,.,.,.
1129,Louisiana,Avoyelles,.5002,.4573,.0116,.0309,7329,6701,170,268,37,101,.,28,.,19,.,.,.,.,.,.,.
1130,Louisiana,Beauregard,.6442,.3243,.0127,.0188,7862,3958,155,122,18,69,.,15,.,6,.,.,.,.,.,.,.
1131,Louisiana,Bienville,.4666,.4872,.0071,.0391,3269,3413,50,152,11,95,.,3,.,13,.,.,.,.,.,.,.
1132,Louisiana,Bossier,.6466,.3323,.0082,.0129,23224,11933,295,184,39,220,.,11,.,9,.,.,.,.,.,.,.
1133,Louisiana,Caddo,.4894,.4970,.0077,.0059,46807,47530,734,338,113,59,.,32,.,26,.,.,.,.,.,.,.
1134,Louisiana,Calcasieu,.5172,.4606,.0122,.0100,38086,33919,895,529,110,49,.,21,.,27,.,.,.,.,.,.,.
1135,Louisiana,Caldwell,.6509,.3140,.0085,.0266,2817,1359,37,66,5,33,.,5,.,6,.,.,.,.,.,.,.
